"cutoff","target","tissue","phenotype","module","module_size","gene","correlation"
"9","APP","DLPFC","AD","NCL",50,"SEPTIN7",0.521
"9","APP","DLPFC","AD","NCL",50,"TRAF3IP1",0.512
"9","APP","DLPFC","AD","NCL",50,"ZMYND11",0.502
"9","APP","DLPFC","AD","NCL",50,"FAM204A",0.496
"9","APP","DLPFC","AD","NCL",50,"GNL1",0.494
"9","APP","DLPFC","AD","NCL",50,"FMR1",0.494
"9","APP","DLPFC","AD","NCL",50,"AGO1",0.489
"9","APP","DLPFC","AD","NCL",50,"HNRNPU",0.486
"9","APP","DLPFC","AD","NCL",50,"JAKMIP2",0.483
"9","APP","DLPFC","AD","NCL",50,"SH3D19",0.481
"9","APP","DLPFC","AD","NCL",50,"MAP7",0.474
"9","APP","DLPFC","AD","NCL",50,"TTLL11",0.473
"9","APP","DLPFC","AD","NCL",50,"SMARCA5",0.472
"9","APP","DLPFC","AD","NCL",50,"EPM2A",0.47
"9","APP","DLPFC","AD","NCL",50,"GIGYF2",0.468
"9","APP","DLPFC","AD","NCL",90,"PTPN11",0.467
"9","APP","DLPFC","AD","NCL",90,"IK",0.467
"9","APP","DLPFC","AD","NCL",90,"EIF4B",0.466
"9","APP","DLPFC","AD","NCL",90,"IWS1",0.463
"9","APP","DLPFC","AD","NCL",90,"HNRNPA1",0.462
"9","APP","DLPFC","AD","NCL",90,"HNRNPK",0.459
"9","APP","DLPFC","AD","NCL",90,"PWP1",0.459
"9","APP","DLPFC","AD","NCL",90,"MFN2",0.452
"9","APP","DLPFC","AD","NCL",90,"FEZ1",0.45
"9","APP","DLPFC","AD","NCL",90,"MTERF4",0.442
"9","APP","DLPFC","AD","HNRNPA2B1",90,"HNRNPA2B1",1
"9","APP","DLPFC","AD","HNRNPA2B1",90,"HNRNPH3",0.767
"9","APP","DLPFC","AD","HNRNPA2B1",90,"PNISR",0.71
"9","APP","DLPFC","AD","HNRNPA2B1",90,"HP1BP3",0.703
"9","APP","DLPFC","AD","HNRNPA2B1",90,"LIMCH1",0.684
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ZC3H11A",0.678
"9","APP","DLPFC","AD","HNRNPA2B1",90,"MAT2A",0.677
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ZNF24",0.674
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ACIN1",0.669
"9","APP","DLPFC","AD","HNRNPA2B1",90,"BPTF",0.668
"9","APP","DLPFC","AD","HNRNPA2B1",90,"SRSF1",0.666
"9","APP","DLPFC","AD","HNRNPA2B1",90,"KTN1",0.662
"9","APP","DLPFC","AD","HNRNPA2B1",90,"PRPF38B",0.661
"9","APP","DLPFC","AD","HNRNPA2B1",90,"TAF4",0.659
"9","APP","DLPFC","AD","HNRNPA2B1",90,"HNRNPA3",0.658
"9","APP","DLPFC","AD","HNRNPA2B1",90,"KAT6A",0.657
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ZSWIM8",0.655
"9","APP","DLPFC","AD","HNRNPA2B1",90,"TCF4",0.655
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ZHX1",0.652
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ITSN1",0.65
"9","APP","DLPFC","AD","HNRNPA2B1",90,"RBM6",0.648
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ZNF397",0.648
"9","APP","DLPFC","AD","HNRNPA2B1",90,"RBM17",0.646
"9","APP","DLPFC","AD","HNRNPA2B1",90,"BRD7",0.645
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ARHGAP5",0.645
"9","APP","DLPFC","AD","HNRNPA2B1",90,"FMNL2",0.645
"9","APP","DLPFC","AD","HNRNPA2B1",90,"GDF11",0.644
"9","APP","DLPFC","AD","HNRNPA2B1",90,"PPP1CC",0.643
"9","APP","DLPFC","AD","HNRNPA2B1",90,"HBP1",0.641
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ZBTB1",0.637
"9","APP","DLPFC","AD","HNRNPA2B1",90,"SRRM2",0.635
"9","APP","DLPFC","AD","HNRNPA2B1",90,"RHOQ",0.635
"9","APP","DLPFC","AD","HNRNPA2B1",90,"POU3F3",0.633
"9","APP","DLPFC","AD","HNRNPA2B1",90,"CIPC",0.63
"9","APP","DLPFC","AD","HNRNPA2B1",90,"GAREM2",0.629
"9","APP","DLPFC","AD","HNRNPA2B1",90,"CCP110",0.629
"9","APP","DLPFC","AD","HNRNPA2B1",90,"VASH1",0.629
"9","APP","DLPFC","AD","HNRNPA2B1",90,"GPS2",0.628
"9","APP","DLPFC","AD","HNRNPA2B1",90,"PHF10",0.628
"9","APP","DLPFC","AD","HNRNPA2B1",90,"NFIB",0.628
"9","APP","DLPFC","AD","HNRNPA2B1",90,"STX16",0.627
"9","APP","DLPFC","AD","HNRNPA2B1",90,"UBE2G2",0.626
"9","APP","DLPFC","AD","HNRNPA2B1",90,"KMT2C",0.626
"9","APP","DLPFC","AD","HNRNPA2B1",90,"SMC1A",0.624
"9","APP","DLPFC","AD","HNRNPA2B1",90,"SASH1",0.624
"9","APP","DLPFC","AD","HNRNPA2B1",90,"PNPT1",0.623
"9","APP","DLPFC","AD","HNRNPA2B1",90,"KANK2",0.623
"9","APP","DLPFC","AD","HNRNPA2B1",90,"CDK2AP1",0.622
"9","APP","DLPFC","AD","HNRNPA2B1",90,"CDK18",0.621
"9","APP","DLPFC","AD","HNRNPA2B1",90,"IVNS1ABP",0.621
"9","APP","DLPFC","AD","HNRNPA2B1",90,"USP54",0.619
"9","APP","DLPFC","AD","HNRNPA2B1",90,"NFIC",0.619
"9","APP","DLPFC","AD","HNRNPA2B1",90,"P2RX7",0.615
"9","APP","DLPFC","AD","HNRNPA2B1",90,"VEZF1",0.615
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ZNF326",0.614
"9","APP","DLPFC","AD","HNRNPA2B1",90,"NR2F1",0.613
"9","APP","DLPFC","AD","HNRNPA2B1",90,"HNRNPH1",0.612
"9","APP","DLPFC","AD","HNRNPA2B1",90,"SLTM",0.612
"9","APP","DLPFC","AD","HNRNPA2B1",90,"PABPN1",0.612
"9","APP","DLPFC","AD","HNRNPA2B1",90,"BAZ1B",0.611
"9","APP","DLPFC","AD","HNRNPA2B1",90,"WSCD1",0.611
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ARHGEF12",0.609
"9","APP","DLPFC","AD","HNRNPA2B1",90,"RBM39",0.609
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ZEB1",0.609
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ELAVL3",0.608
"9","APP","DLPFC","AD","HNRNPA2B1",90,"HIP1",0.608
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ENAH",0.608
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ATF6B",0.607
"9","APP","DLPFC","AD","HNRNPA2B1",90,"PARP1",0.607
"9","APP","DLPFC","AD","HNRNPA2B1",90,"TMX1",0.606
"9","APP","DLPFC","AD","HNRNPA2B1",90,"SAFB2",0.605
"9","APP","DLPFC","AD","HNRNPA2B1",90,"GIGYF2",0.603
"9","APP","DLPFC","AD","HNRNPA2B1",90,"HOOK2",0.602
"9","APP","DLPFC","AD","HNRNPA2B1",90,"CRTAP",0.602
"9","APP","DLPFC","AD","HNRNPA2B1",90,"SRCAP",0.602
"9","APP","DLPFC","AD","HNRNPA2B1",90,"FOXN3",0.601
"9","APP","DLPFC","AD","HNRNPA2B1",90,"SMAD5",0.601
"9","APP","DLPFC","AD","HNRNPA2B1",90,"CASC3",0.601
"9","APP","DLPFC","AD","HNRNPA2B1",90,"ZNF106",0.601
"9","APP","DLPFC","AD","HNRNPA2B1",90,"SMC3",0.6
"9","APP","DLPFC","AD","DEAF1",160,"DEAF1",1
"9","APP","DLPFC","AD","DEAF1",160,"PRRC2A",0.444
"9","APP","DLPFC","AD","DEAF1",160,"KCTD3",0.431
"9","APP","DLPFC","AD","DEAF1",160,"NUCKS1",0.42
"9","APP","DLPFC","AD","DEAF1",160,"GRIN1",0.413
"9","APP","DLPFC","AD","DEAF1",160,"EML3",0.413
"9","APP","DLPFC","AD","DEAF1",160,"C1orf198",0.412
"9","APP","DLPFC","AD","DEAF1",160,"ERBIN",0.404
"9","APP","DLPFC","AD","DEAF1",160,"DDX56",0.398
"9","APP","DLPFC","AD","DEAF1",160,"ABCC9",0.395
"9","APP","DLPFC","AD","DEAF1",160,"SLC6A8",0.39
"9","APP","DLPFC","AD","DEAF1",160,"AKT1",0.39
"9","APP","DLPFC","AD","DEAF1",160,"SPATA13",0.39
"9","APP","DLPFC","AD","DEAF1",160,"MDM2",0.387
"9","APP","DLPFC","AD","DEAF1",160,"GOLM2",0.386
"9","APP","DLPFC","AD","DEAF1",160,"ST6GALNAC6",0.384
"9","APP","DLPFC","AD","DEAF1",160,"CIC",0.384
"9","APP","DLPFC","AD","DEAF1",160,"ZNF608",0.384
"9","APP","DLPFC","AD","DEAF1",160,"PCGF5",0.381
"9","APP","DLPFC","AD","DEAF1",160,"HIPK3",0.38
"9","APP","DLPFC","AD","ASTE1",160,"ASTE1",1
"9","APP","DLPFC","AD","ASTE1",160,"POLR3C",0.493
"9","APP","DLPFC","AD","ASTE1",160,"RTCB",0.489
"9","APP","DLPFC","AD","ASTE1",160,"BACE1",0.485
"9","APP","DLPFC","AD","ASTE1",160,"EXOC1",0.483
"9","APP","DLPFC","AD","ASTE1",160,"EIF4H",0.478
"9","APP","DLPFC","AD","ASTE1",160,"KIFBP",0.476
"9","APP","DLPFC","AD","ASTE1",160,"DLD",0.474
"9","APP","DLPFC","AD","ASTE1",160,"CCDC115",0.473
"9","APP","DLPFC","AD","ASTE1",160,"CLASP2",0.47
"9","APP","DLPFC","AD","ASTE1",160,"TOP2B",0.467
"9","APP","DLPFC","AD","ASTE1",160,"ALKBH8",0.465
"9","APP","DLPFC","AD","ASTE1",160,"HDHD2",0.465
"9","APP","DLPFC","AD","ASTE1",160,"HLTF",0.464
"9","APP","DLPFC","AD","ASTE1",160,"NDUFV1",0.458
"9","APP","DLPFC","AD","ASTE1",160,"PARN",0.457
"9","APP","DLPFC","AD","ASTE1",160,"ASH2L",0.454
"9","APP","DLPFC","AD","ASTE1",160,"FBXO38",0.454
"9","APP","DLPFC","AD","ASTE1",160,"AGTPBP1",0.453
"9","APP","DLPFC","AD","ASTE1",160,"DDX28",0.452
"9","APP","DLPFC","AD","ASTE1",160,"ADSS2",0.452
"9","APP","DLPFC","AD","ASTE1",160,"DTD1",0.451
"9","APP","DLPFC","AD","ASTE1",160,"RAB14",0.451
"9","APP","DLPFC","AD","ASTE1",160,"SKP1",0.449
"9","APP","DLPFC","AD","ASTE1",160,"NUP133",0.446
"9","APP","DLPFC","AD","ASTE1",160,"SLC30A9",0.446
"9","APP","DLPFC","AD","ASTE1",160,"ZNF449",0.446
"9","APP","DLPFC","AD","ASTE1",160,"KBTBD4",0.445
"9","APP","DLPFC","AD","ASTE1",160,"NIPSNAP1",0.445
"9","APP","DLPFC","AD","ASTE1",160,"EXOC6B",0.445
"9","APP","DLPFC","AD","ASTE1",160,"ORC3",0.444
"9","APP","DLPFC","AD","ASTE1",160,"COPS4",0.444
"9","APP","DLPFC","AD","ASTE1",160,"MRPS23",0.443
"9","APP","DLPFC","AD","ASTE1",160,"SRP54",0.443
"9","APP","DLPFC","AD","ASTE1",160,"TSNAX",0.442
"9","APP","DLPFC","AD","ASTE1",160,"NHLRC1",0.442
"9","APP","DLPFC","AD","ASTE1",160,"UBLCP1",0.442
"9","APP","DLPFC","AD","ASTE1",160,"GDI2",0.442
"9","APP","DLPFC","AD","ASTE1",160,"NAA80",0.442
"9","APP","DLPFC","AD","ASTE1",160,"AZIN2",0.441
"9","APP","DLPFC","AD","ASTE1",160,"BPGM",0.441
"9","APP","DLPFC","AD","ASTE1",160,"DYNC2LI1",0.441
"9","APP","DLPFC","AD","ASTE1",160,"PDHB",0.44
"9","APP","DLPFC","AD","ASTE1",160,"FH",0.44
"9","APP","DLPFC","AD","ASTE1",160,"DCTN2",0.44
"9","APP","DLPFC","AD","ASTE1",160,"ATP5F1A",0.44
"9","APP","DLPFC","AD","ASTE1",160,"POLR3F",0.439
"9","APP","DLPFC","AD","ASTE1",160,"SCYL3",0.439
"9","APP","DLPFC","AD","ASTE1",160,"CHMP2B",0.439
"9","APP","DLPFC","AD","ASTE1",160,"PAIP2",0.439
"9","APP","DLPFC","AD","RPS10",160,"RPS10",1
"9","APP","DLPFC","AD","RPS10",160,"RPS12",0.654
"9","APP","DLPFC","AD","RPS10",160,"RPS13",0.63
"9","APP","DLPFC","AD","RPS10",160,"RPS27A",0.622
"9","APP","DLPFC","AD","RPS10",160,"RPL11",0.614
"9","APP","DLPFC","AD","RPS10",160,"RPS23",0.588
"9","APP","DLPFC","AD","RPS10",160,"EEF1G",0.583
"9","APP","DLPFC","AD","RPS10",160,"RPL36",0.582
"9","APP","DLPFC","AD","RPS10",160,"RPS15A",0.58
"9","APP","DLPFC","AD","RPS10",160,"C1orf122",0.574
"9","APP","DLPFC","AD","RPS10",160,"RPL23A",0.567
"9","APP","DLPFC","AD","RPS10",160,"RPS21",0.557
"9","APP","DLPFC","AD","RPS10",160,"RPL27A",0.551
"9","APP","DLPFC","AD","RPS10",160,"RPS4X",0.546
"9","APP","DLPFC","AD","RPS10",160,"RPL18A",0.545
"9","APP","DLPFC","AD","RPS10",160,"COPS9",0.545
"9","APP","DLPFC","AD","RPS10",160,"RPL39",0.545
"9","APP","DLPFC","AD","RPS10",160,"RPS27",0.542
"9","APP","DLPFC","AD","RPS10",160,"RPS17",0.539
"9","APP","DLPFC","AD","RPS10",160,"ROMO1",0.539
"9","APP","DLPFC","AD","NFASC",160,"NFASC",1
"9","APP","DLPFC","AD","NFASC",160,"ARHGAP21",0.59
"9","APP","DLPFC","AD","NFASC",160,"MICAL3",0.558
"9","APP","DLPFC","AD","NFASC",160,"SORT1",0.556
"9","APP","DLPFC","AD","NFASC",160,"MAN2A2",0.55
"9","APP","DLPFC","AD","NFASC",160,"RAPGEF5",0.542
"9","APP","DLPFC","AD","NFASC",160,"PEX5L",0.54
"9","APP","DLPFC","AD","NFASC",160,"DSCAML1",0.531
"9","APP","DLPFC","AD","NFASC",160,"DLG1",0.528
"9","APP","DLPFC","AD","NFASC",160,"FCHO1",0.527
"9","APP","DLPFC","AD","NFASC",160,"EML2",0.52
"9","APP","DLPFC","AD","NFASC",160,"EDIL3",0.506
"9","APP","DLPFC","AD","NFASC",160,"AGAP1",0.506
"9","APP","DLPFC","AD","NFASC",160,"ANK3",0.504
"9","APP","DLPFC","AD","NFASC",160,"FRMD5",0.49
"9","APP","DLPFC","AD","NFASC",160,"MAPKBP1",0.489
"9","APP","DLPFC","AD","NFASC",160,"KIF1B",0.487
"9","APP","DLPFC","AD","NFASC",160,"MAP1A",0.484
"9","APP","DLPFC","AD","NFASC",160,"SPOCK3",0.483
"9","APP","DLPFC","AD","NFASC",160,"TRAPPC10",0.482
"9","APP","DLPFC","AD","NFASC",160,"EP300",0.477
"9","APP","DLPFC","AD","NFASC",160,"TULP4",0.476
"9","APP","DLPFC","AD","NFASC",160,"AATK",0.475
"9","APP","DLPFC","AD","NFASC",160,"SLC24A2",0.468
"9","APP","DLPFC","AD","NFASC",160,"STARD9",0.467
"9","APP","DLPFC","AD","NFASC",160,"RNF144A",0.466
"9","APP","DLPFC","AD","NFASC",160,"PDE1C",0.465
"9","APP","DLPFC","AD","NFASC",160,"DIP2B",0.464
"9","APP","DLPFC","AD","NFASC",160,"FNIP1",0.457
"9","APP","DLPFC","AD","NFASC",160,"ASH1L",0.457
"9","APP","DLPFC","AD","NFASC",160,"PKD2",0.457
"9","APP","DLPFC","AD","NFASC",160,"NIPA1",0.456
"9","APP","DLPFC","AD","NFASC",160,"TPPP",0.455
"9","APP","DLPFC","AD","NFASC",160,"CAMSAP2",0.454
"9","APP","DLPFC","AD","NFASC",160,"FAM124A",0.454
"9","APP","DLPFC","AD","NFASC",160,"COPA",0.453
"9","APP","DLPFC","AD","NFASC",160,"KIF1A",0.447
"9","APP","DLPFC","AD","NFASC",160,"ZNF33A",0.447
"9","APP","DLPFC","AD","NFASC",160,"ARFGEF3",0.444
"9","APP","DLPFC","AD","NFASC",160,"NCAM1",0.444
"9","APP","DLPFC","AD","NFASC",160,"HID1",0.442
"9","APP","DLPFC","AD","NFASC",160,"STRN",0.434
"9","APP","DLPFC","AD","NFASC",160,"YPEL2",0.434
"9","APP","DLPFC","AD","NFASC",160,"PTPRD",0.433
"9","APP","DLPFC","AD","NFASC",160,"RNF220",0.433
"9","APP","DLPFC","AD","NFASC",160,"LIMCH1",0.432
"9","APP","DLPFC","AD","NFASC",160,"TRIM2",0.43
"9","APP","DLPFC","AD","NFASC",160,"DENND11",0.429
"9","APP","DLPFC","AD","NFASC",160,"ZC3H11A",0.429
"9","APP","DLPFC","AD","NFASC",160,"MAP6D1",0.427
"9","APP","DLPFC","AD","NFASC",160,"CDC42BPA",0.427
"9","APP","DLPFC","AD","NFASC",160,"CNTN2",0.426
"9","APP","DLPFC","AD","NFASC",160,"SYNJ2",0.424
"9","APP","DLPFC","AD","NFASC",160,"TCP11L2",0.423
"9","APP","DLPFC","AD","NFASC",160,"FAM13C",0.423
"9","APP","DLPFC","AD","NFASC",160,"MARCHF6",0.422
"9","APP","DLPFC","AD","NFASC",160,"PLCL1",0.421
"9","APP","DLPFC","AD","NFASC",160,"CHN2",0.42
"9","APP","DLPFC","AD","NFASC",160,"DLG2",0.42
"9","APP","DLPFC","AD","NFASC",160,"PPP1R9A",0.42
"9","APP","DLPFC","AD","NFASC",160,"TRRAP",0.418
"9","APP","DLPFC","AD","NFASC",160,"MTCL2",0.417
"9","APP","DLPFC","AD","NFASC",160,"RALGPS1",0.416
"9","APP","DLPFC","AD","NFASC",160,"CLASP2",0.416
"9","APP","DLPFC","AD","NFASC",160,"STK36",0.416
"9","APP","DLPFC","AD","NFASC",160,"ANK2",0.416
"9","APP","DLPFC","AD","NFASC",160,"ALCAM",0.416
"9","APP","DLPFC","AD","NFASC",160,"ZBTB38",0.414
"9","APP","DLPFC","AD","NFASC",160,"CCP110",0.413
"9","APP","DLPFC","AD","NFASC",160,"DDX3X",0.413
"9","APP","DLPFC","AD","CEP250",30,"CEP250",1
"9","APP","DLPFC","AD","CEP250",30,"HNRNPUL2",0.544
"9","APP","DLPFC","AD","CEP250",30,"CKAP5",0.526
"9","APP","DLPFC","AD","CEP250",30,"HUWE1",0.525
"9","APP","DLPFC","AD","CEP250",30,"LMO3",0.511
"9","APP","DLPFC","AD","CEP250",30,"MEGF8",0.506
"9","APP","DLPFC","AD","CEP250",30,"DHX30",0.501
"9","APP","DLPFC","AD","CEP250",30,"NEURL4",0.499
"9","APP","DLPFC","AD","CEP250",30,"CDS2",0.498
"9","APP","DLPFC","AD","CEP250",30,"PMPCB",0.493
"9","APP","DLPFC","AD","CEP250",30,"KCNJ9",0.492
"9","APP","DLPFC","AD","CEP250",30,"YPEL5",0.479
"9","APP","DLPFC","AD","CEP250",30,"CUL7",0.475
"9","APP","DLPFC","AD","CEP250",30,"PRDM4",0.474
"9","APP","DLPFC","AD","CEP250",30,"SPAG5",0.473
"9","APP","DLPFC","AD","CEP250",30,"CELSR3",0.472
"9","APP","DLPFC","AD","CEP250",30,"ARHGEF11",0.47
"9","APP","DLPFC","AD","CEP250",30,"BRPF3",0.468
"9","APP","DLPFC","AD","CEP250",30,"FAM13B",0.465
"9","APP","DLPFC","AD","CEP250",30,"MARF1",0.462
"9","APP","DLPFC","AD","CEP250",30,"BCL7A",0.46
"9","APP","DLPFC","AD","CEP250",30,"RAB3GAP1",0.458
"9","APP","DLPFC","AD","CEP250",30,"DNAJC12",0.458
"9","APP","DLPFC","AD","CEP250",30,"TPPP",0.457
"9","APP","DLPFC","AD","CEP250",30,"HLF",0.456
"9","APP","DLPFC","AD","CEP250",30,"HSDL1",0.456
"9","APP","DLPFC","AD","CEP250",30,"TCAF1",0.455
"9","APP","DLPFC","AD","CEP250",30,"SPTAN1",0.455
"9","APP","DLPFC","AD","CEP250",30,"PAIP1",0.455
"9","APP","DLPFC","AD","CEP250",30,"PIP4K2C",0.454
"9","APP","DLPFC","AD","CEP250",140,"DKK3",0.454
"9","APP","DLPFC","AD","CEP250",140,"EPB41L1",0.45
"9","APP","DLPFC","AD","CEP250",140,"VPS26B",0.449
"9","APP","DLPFC","AD","CEP250",140,"FAM8A1",0.449
"9","APP","DLPFC","AD","CEP250",140,"LMO4",0.448
"9","APP","DLPFC","AD","CEP250",140,"ZNF174",0.448
"9","APP","DLPFC","AD","CEP250",140,"SEPTIN3",0.448
"9","APP","DLPFC","AD","CEP250",140,"KLHDC2",0.445
"9","APP","DLPFC","AD","CEP250",140,"RNF146",0.445
"9","APP","DLPFC","AD","CEP250",140,"ZFYVE9",0.445
"9","APP","DLPFC","AD","CEP250",140,"KIF3C",0.444
"9","APP","DLPFC","AD","CEP250",140,"IGBP1",0.444
"9","APP","DLPFC","AD","CEP250",140,"CCT7",0.443
"9","APP","DLPFC","AD","CEP250",140,"KCNA6",0.443
"9","APP","DLPFC","AD","CEP250",140,"BMERB1",0.443
"9","APP","DLPFC","AD","CEP250",140,"TCF20",0.441
"9","APP","DLPFC","AD","CEP250",140,"FAM168B",0.441
"9","APP","DLPFC","AD","CEP250",140,"ANK2",0.44
"9","APP","DLPFC","AD","CEP250",140,"MAPK10",0.438
"9","APP","DLPFC","AD","CEP250",140,"RAPGEF2",0.438
"9","APP","DLPFC","AD","CEP250",140,"STAU1",0.437
"9","APP","DLPFC","AD","CEP250",140,"CBX7",0.435
"9","APP","DLPFC","AD","CEP250",140,"CUL1",0.434
"9","APP","DLPFC","AD","CEP250",140,"ADNP",0.434
"9","APP","DLPFC","AD","CEP250",140,"PPP5C",0.434
"9","APP","DLPFC","AD","CEP250",140,"EHBP1",0.434
"9","APP","DLPFC","AD","CEP250",140,"TRAPPC3",0.434
"9","APP","DLPFC","AD","CEP250",140,"RAB6B",0.433
"9","APP","DLPFC","AD","CEP250",140,"MED21",0.433
"9","APP","DLPFC","AD","CEP250",140,"CLASP1",0.433
"9","APP","DLPFC","AD","CEP250",140,"DCLRE1A",0.433
"9","APP","DLPFC","AD","CEP250",140,"NOMO2",0.433
"9","APP","DLPFC","AD","CEP250",140,"CADPS2",0.431
"9","APP","DLPFC","AD","CEP250",140,"UBE4B",0.431
"9","APP","DLPFC","AD","CEP250",140,"CHGA",0.431
"9","APP","DLPFC","AD","CEP250",140,"DIPK1A",0.431
"9","APP","DLPFC","AD","CEP250",140,"POLR2B",0.43
"9","APP","DLPFC","AD","CEP250",140,"ZFPM2",0.43
"9","APP","DLPFC","AD","CEP250",140,"FBXO11",0.429
"9","APP","DLPFC","AD","CEP250",140,"SUMO1",0.429
"9","APP","DLPFC","AD","CEP250",140,"FAM131B",0.428
"9","APP","DLPFC","AD","CEP250",140,"SLITRK5",0.428
"9","APP","DLPFC","AD","CEP250",140,"SLITRK3",0.428
"9","APP","DLPFC","AD","CEP250",140,"WIPI2",0.427
"9","APP","DLPFC","AD","CEP250",140,"NALF1",0.427
"9","APP","DLPFC","AD","CEP250",140,"WASHC2C",0.427
"9","APP","DLPFC","AD","CEP250",140,"UBB",0.426
"9","APP","DLPFC","AD","CEP250",140,"GET3",0.426
"9","APP","DLPFC","AD","CEP250",140,"SPIN1",0.426
"9","APP","DLPFC","AD","CEP250",140,"C1orf216",0.425
"9","APP","DLPFC","AD","SCAF4",140,"SCAF4",1
"9","APP","DLPFC","AD","SCAF4",140,"SAFB",0.422
"9","APP","DLPFC","AD","SCAF4",140,"FBXO32",0.422
"9","APP","DLPFC","AD","SCAF4",140,"CHERP",0.415
"9","APP","DLPFC","AD","SCAF4",140,"MARS1",0.412
"9","APP","DLPFC","AD","SCAF4",140,"KDM5B",0.412
"9","APP","DLPFC","AD","SCAF4",140,"SIK2",0.411
"9","APP","DLPFC","AD","SCAF4",140,"ING1",0.395
"9","APP","DLPFC","AD","SCAF4",140,"DDX51",0.391
"9","APP","DLPFC","AD","SCAF4",140,"ACTN1",0.388
"9","APP","DLPFC","AD","SCAF4",140,"ARL5B",0.371
"9","APP","DLPFC","AD","SCAF4",140,"BAIAP2",0.368
"9","APP","DLPFC","AD","SCAF4",140,"RANBP2",0.366
"9","APP","DLPFC","AD","SCAF4",140,"ARK2N",0.365
"9","APP","DLPFC","AD","SCAF4",140,"TRIO",0.364
"9","APP","DLPFC","AD","SCAF4",140,"ADCY9",0.364
"9","APP","DLPFC","AD","SCAF4",140,"IPPK",0.363
"9","APP","DLPFC","AD","SCAF4",140,"SIPA1L1",0.363
"9","APP","DLPFC","AD","SCAF4",140,"ZNF74",0.36
"9","APP","DLPFC","AD","SCAF4",140,"ALKBH5",0.36
"9","APP","DLPFC","AD","SCAF4",140,"KLC2",0.359
"9","APP","DLPFC","AD","SCAF4",140,"ARHGEF7",0.358
"9","APP","DLPFC","AD","SCAF4",140,"FZD3",0.358
"9","APP","DLPFC","AD","SCAF4",140,"CIT",0.357
"9","APP","DLPFC","AD","SCAF4",140,"FBXO33",0.356
"9","APP","DLPFC","AD","SCAF4",140,"DAGLB",0.356
"9","APP","DLPFC","AD","SCAF4",140,"TRAF6",0.356
"9","APP","DLPFC","AD","SCAF4",140,"CCNF",0.356
"9","APP","DLPFC","AD","SCAF4",140,"PANK4",0.356
"9","APP","DLPFC","AD","SCAF4",140,"ZNF574",0.355
"9","APP","DLPFC","AD","SCAF4",140,"HNRNPL",0.355
"9","APP","DLPFC","AD","SCAF4",140,"FOXK2",0.355
"9","APP","DLPFC","AD","SCAF4",140,"KHDRBS3",0.354
"9","APP","DLPFC","AD","SCAF4",140,"TENT4A",0.354
"9","APP","DLPFC","AD","SCAF4",140,"RTN4RL1",0.354
"9","APP","DLPFC","AD","SCAF4",140,"MCU",0.354
"9","APP","DLPFC","AD","SCAF4",140,"FGD1",0.353
"9","APP","DLPFC","AD","SCAF4",140,"ITGA3",0.352
"9","APP","DLPFC","AD","SCAF4",140,"ZMYND19",0.352
"9","APP","DLPFC","AD","SCAF4",140,"CCSAP",0.351
"9","APP","DLPFC","AD","SCAF4",140,"ZMAT4",0.351
"9","APP","DLPFC","AD","SCAF4",140,"SIAH2",0.351
"9","APP","DLPFC","AD","SCAF4",140,"UBALD1",0.35
"9","APP","DLPFC","AD","SCAF4",140,"CRACDL",0.35
"9","APP","DLPFC","AD","SCAF4",140,"PHF13",0.35
"9","APP","DLPFC","AD","SCAF4",140,"NEDD4L",0.349
"9","APP","DLPFC","AD","SCAF4",140,"SYNGAP1",0.348
"9","APP","DLPFC","AD","SCAF4",140,"GNAS",0.348
"9","APP","DLPFC","AD","SCAF4",140,"SLC25A25",0.347
"9","APP","DLPFC","AD","SCAF4",140,"UNC45A",0.346
"9","APP","DLPFC","AD","SCAF4",140,"ZFYVE28",0.346
"9","APP","DLPFC","AD","SCAF4",140,"ARID1B",0.344
"9","APP","DLPFC","AD","SCAF4",140,"EIF2B5",0.344
"9","APP","DLPFC","AD","SCAF4",140,"NIM1K",0.344
"9","APP","DLPFC","AD","SCAF4",140,"FRMD5",0.343
"9","APP","DLPFC","AD","SCAF4",140,"MBTPS1",0.343
"9","APP","DLPFC","AD","SCAF4",140,"PPFIA4",0.342
"9","APP","DLPFC","AD","SCAF4",140,"YY1AP1",0.34
"9","APP","DLPFC","AD","SCAF4",140,"EFNA5",0.339
"9","APP","DLPFC","AD","SCAF4",140,"ZFHX2",0.338
"9","APP","DLPFC","AD","SCAF4",140,"TXLNG",0.338
"9","APP","DLPFC","AD","SCAF4",140,"EPM2AIP1",0.336
"9","APP","DLPFC","AD","SCAF4",140,"B4GALNT1",0.334
